instant,date,season,yr,mnth,hr,holiday,weekday,workingday,weather,weather_desc,temp,rain_1h,snow_1h,clouds_all,traffic_volume
13230,2017-03-17,2,2,3,16,0,5,1,Drizzle,light intensity drizzle,4.4,0.0,0.0,90,6691
13231,2017-03-17,2,2,3,17,0,5,1,Clouds,overcast clouds,3.8,0.0,0.0,90,5892
13232,2017-03-17,2,2,3,18,0,5,1,Drizzle,light intensity drizzle,3.25,0.0,0.0,90,4880
13233,2017-03-17,2,2,3,19,0,5,1,Rain,proximity shower rain,2.87,0.0,0.0,90,3764
13234,2017-03-17,2,2,3,20,0,5,1,Snow,light snow,2.31,0.0,0.0,90,3312
13235,2017-03-17,2,2,3,21,0,5,1,Snow,light snow,2.0,0.0,0.0,90,2975
13236,2017-03-17,2,2,3,22,0,5,1,Snow,light snow,1.66,0.0,0.0,90,3635
13237,2017-03-17,2,2,3,23,0,5,1,Snow,light snow,1.6,0.0,0.0,90,2314
13238,2017-03-18,2,2,3,0,0,6,0,Snow,light snow,1.47,0.0,0.0,90,1556
13239,2017-03-18,2,2,3,1,0,6,0,Clouds,overcast clouds,0.73,0.0,0.0,90,1140
13240,2017-03-18,2,2,3,2,0,6,0,Clouds,overcast clouds,0.19,0.0,0.0,90,683
13241,2017-03-18,2,2,3,3,0,6,0,Clouds,overcast clouds,-0.12,0.0,0.0,90,410
13242,2017-03-18,2,2,3,4,0,6,0,Clouds,overcast clouds,-0.47,0.0,0.0,90,432
13243,2017-03-18,2,2,3,5,0,6,0,Clouds,overcast clouds,-0.47,0.0,0.0,90,690
13244,2017-03-18,2,2,3,6,0,6,0,Clouds,overcast clouds,-0.8,0.0,0.0,90,1219
13245,2017-03-18,2,2,3,7,0,6,0,Clouds,overcast clouds,-1.0,0.0,0.0,90,2093
13246,2017-03-18,2,2,3,8,0,6,0,Clouds,overcast clouds,-1.07,0.0,0.0,90,3110
13247,2017-03-18,2,2,3,9,0,6,0,Clouds,overcast clouds,-1.31,0.0,0.0,90,3771
13248,2017-03-18,2,2,3,10,0,6,0,Clouds,overcast clouds,-1.31,0.0,0.0,90,4262
13249,2017-03-18,2,2,3,11,0,6,0,Clouds,overcast clouds,-0.93,0.0,0.0,90,4945
13250,2017-03-18,2,2,3,12,0,6,0,Clouds,overcast clouds,0.0,0.0,0.0,90,5058
13251,2017-03-18,2,2,3,13,0,6,0,Clouds,overcast clouds,1.27,0.0,0.0,90,5059
13252,2017-03-18,2,2,3,14,0,6,0,Clouds,scattered clouds,1.99,0.0,0.0,40,4908
13253,2017-03-18,2,2,3,15,0,6,0,Clear,sky is clear,2.93,0.0,0.0,1,4788
13254,2017-03-18,2,2,3,16,0,6,0,Clear,sky is clear,3.49,0.0,0.0,1,4898
13255,2017-03-18,2,2,3,17,0,6,0,Clear,sky is clear,3.81,0.0,0.0,5,4551
13256,2017-03-18,2,2,3,18,0,6,0,Clear,sky is clear,4.25,0.0,0.0,5,4113
13257,2017-03-18,2,2,3,19,0,6,0,Clear,sky is clear,3.0,0.0,0.0,1,3596
13258,2017-03-18,2,2,3,20,0,6,0,Clear,sky is clear,0.86,0.0,0.0,1,3703
13259,2017-03-18,2,2,3,21,0,6,0,Clear,sky is clear,0.06,0.0,0.0,1,4354
13260,2017-03-18,2,2,3,22,0,6,0,Clear,sky is clear,-0.81,0.0,0.0,1,3261
13261,2017-03-18,2,2,3,23,0,6,0,Clear,sky is clear,-0.93,0.0,0.0,1,2075
13262,2017-03-19,2,2,3,0,0,0,0,Clear,sky is clear,-1.25,0.0,0.0,1,1789
13263,2017-03-19,2,2,3,1,0,0,0,Clear,sky is clear,-1.0,0.0,0.0,1,1252
13264,2017-03-19,2,2,3,2,0,0,0,Clear,sky is clear,-1.13,0.0,0.0,1,834
13265,2017-03-19,2,2,3,3,0,0,0,Clear,sky is clear,-1.27,0.0,0.0,1,503
13266,2017-03-19,2,2,3,4,0,0,0,Clear,sky is clear,-1.32,0.0,0.0,1,410
13267,2017-03-19,2,2,3,5,0,0,0,Clear,sky is clear,-1.31,0.0,0.0,1,564
13268,2017-03-19,2,2,3,6,0,0,0,Clear,sky is clear,-0.8,0.0,0.0,1,900
13269,2017-03-19,2,2,3,7,0,0,0,Clear,sky is clear,-0.82,0.0,0.0,1,1154
13270,2017-03-19,2,2,3,8,0,0,0,Clear,sky is clear,-0.5,0.0,0.0,1,2025
13271,2017-03-19,2,2,3,9,0,0,0,Clear,sky is clear,1.33,0.0,0.0,1,2948
13272,2017-03-19,2,2,3,10,0,0,0,Clear,sky is clear,3.06,0.0,0.0,1,3721
13273,2017-03-19,2,2,3,11,0,0,0,Clouds,overcast clouds,5.06,0.0,0.0,90,4208
13274,2017-03-19,2,2,3,12,0,0,0,Clouds,overcast clouds,6.46,0.0,0.0,90,4599
13275,2017-03-19,2,2,3,13,0,0,0,Clouds,overcast clouds,7.53,0.0,0.0,90,4805
13276,2017-03-19,2,2,3,14,0,0,0,Clouds,broken clouds,8.2,0.0,0.0,75,4924
13277,2017-03-19,2,2,3,15,0,0,0,Clear,sky is clear,8.93,0.0,0.0,1,4501
13278,2017-03-19,2,2,3,16,0,0,0,Clear,sky is clear,10.3,0.0,0.0,1,4576
13279,2017-03-19,2,2,3,17,0,0,0,Clear,sky is clear,10.93,0.0,0.0,1,4206
13280,2017-03-19,2,2,3,18,0,0,0,Clear,sky is clear,12.0,0.0,0.0,1,3865
13281,2017-03-19,2,2,3,19,0,0,0,Clear,sky is clear,11.63,0.0,0.0,1,3371
13282,2017-03-19,2,2,3,20,0,0,0,Clear,sky is clear,9.08,0.0,0.0,1,2692
13283,2017-03-19,2,2,3,21,0,0,0,Clouds,scattered clouds,6.44,0.0,0.0,40,2190
13284,2017-03-19,2,2,3,22,0,0,0,Clear,sky is clear,3.93,0.0,0.0,1,1674
13285,2017-03-19,2,2,3,23,0,0,0,Clear,sky is clear,3.34,0.0,0.0,1,1049
13286,2017-03-20,2,2,3,0,0,1,1,Clear,sky is clear,2.14,0.0,0.0,1,581
13287,2017-03-20,2,2,3,1,0,1,1,Clear,sky is clear,2.4,0.0,0.0,1,360
13288,2017-03-20,2,2,3,2,0,1,1,Clear,sky is clear,2.2,0.0,0.0,1,223
13289,2017-03-20,2,2,3,3,0,1,1,Clear,sky is clear,2.0,0.0,0.0,1,330
13290,2017-03-20,2,2,3,4,0,1,1,Clear,sky is clear,2.67,0.0,0.0,1,819
13291,2017-03-20,2,2,3,5,0,1,1,Clear,sky is clear,4.55,0.0,0.0,1,2635
13292,2017-03-20,2,2,3,6,0,1,1,Clouds,overcast clouds,5.46,0.0,0.0,90,5474
13293,2017-03-20,2,2,3,7,0,1,1,Rain,proximity shower rain,5.6,0.0,0.0,40,6300
13294,2017-03-20,2,2,3,8,0,1,1,Clouds,overcast clouds,5.47,0.0,0.0,90,5921
13295,2017-03-20,2,2,3,9,0,1,1,Clouds,broken clouds,6.07,0.0,0.0,75,4916
13296,2017-03-20,2,2,3,10,0,1,1,Clouds,scattered clouds,6.8,0.0,0.0,40,4159
13297,2017-03-20,2,2,3,11,0,1,1,Clouds,scattered clouds,7.62,0.0,0.0,40,4366
13298,2017-03-20,2,2,3,12,0,1,1,Clouds,broken clouds,8.25,0.0,0.0,75,4645
13299,2017-03-20,2,2,3,13,0,1,1,Clouds,broken clouds,8.86,0.0,0.0,75,4606
13300,2017-03-20,2,2,3,14,0,1,1,Clouds,scattered clouds,9.67,0.0,0.0,40,5076
13301,2017-03-20,2,2,3,15,0,1,1,Clouds,broken clouds,11.2,0.0,0.0,75,5564
13302,2017-03-20,2,2,3,16,0,1,1,Clear,sky is clear,12.12,0.0,0.0,1,6572
13303,2017-03-20,2,2,3,17,0,1,1,Clouds,scattered clouds,12.33,0.0,0.0,40,6127
13304,2017-03-20,2,2,3,18,0,1,1,Clear,sky is clear,12.0,0.0,0.0,1,4365
13305,2017-03-20,2,2,3,19,0,1,1,Clear,sky is clear,9.81,0.0,0.0,1,3100
13306,2017-03-20,2,2,3,20,0,1,1,Clear,sky is clear,7.73,0.0,0.0,1,2781
13307,2017-03-20,2,2,3,21,0,1,1,Clear,sky is clear,5.11,0.0,0.0,1,2185
13308,2017-03-20,2,2,3,22,0,1,1,Clear,sky is clear,4.99,0.0,0.0,1,1554
13309,2017-03-20,2,2,3,23,0,1,1,Clouds,scattered clouds,5.0,0.0,0.0,40,1043
13310,2017-03-21,2,2,3,0,0,2,1,Clear,sky is clear,4.38,0.0,0.0,1,593
13311,2017-03-21,2,2,3,1,0,2,1,Clear,sky is clear,3.14,0.0,0.0,1,352
13312,2017-03-21,2,2,3,2,0,2,1,Clear,sky is clear,2.93,0.0,0.0,1,260
13313,2017-03-21,2,2,3,3,0,2,1,Clear,sky is clear,2.73,0.0,0.0,1,332
13314,2017-03-21,2,2,3,4,0,2,1,Clear,sky is clear,1.38,0.0,0.0,1,836
13315,2017-03-21,2,2,3,5,0,2,1,Clear,sky is clear,0.74,0.0,0.0,1,2703
13316,2017-03-21,2,2,3,6,0,2,1,Clear,sky is clear,-0.46,0.0,0.0,1,5651
13317,2017-03-21,2,2,3,7,0,2,1,Clear,sky is clear,-2.14,0.0,0.0,1,6601
13318,2017-03-21,2,2,3,8,0,2,1,Clear,sky is clear,-2.71,0.0,0.0,1,6345
13319,2017-03-21,2,2,3,10,0,2,1,Clear,sky is clear,-2.07,0.0,0.0,1,4397
13320,2017-03-21,2,2,3,11,0,2,1,Clear,sky is clear,-0.93,0.0,0.0,1,4732
13321,2017-03-21,2,2,3,12,0,2,1,Clear,sky is clear,-0.25,0.0,0.0,1,4829
13322,2017-03-21,2,2,3,13,0,2,1,Clear,sky is clear,0.74,0.0,0.0,1,4945
13323,2017-03-21,2,2,3,14,0,2,1,Clear,sky is clear,1.13,0.0,0.0,1,5222
13324,2017-03-21,2,2,3,15,0,2,1,Clear,sky is clear,1.56,0.0,0.0,1,5827
13325,2017-03-21,2,2,3,16,0,2,1,Clear,sky is clear,1.6,0.0,0.0,1,6657
13326,2017-03-21,2,2,3,17,0,2,1,Clear,sky is clear,1.5,0.0,0.0,1,6501
13327,2017-03-21,2,2,3,18,0,2,1,Clear,sky is clear,1.0,0.0,0.0,1,4627
13328,2017-03-21,2,2,3,19,0,2,1,Clear,sky is clear,-0.37,0.0,0.0,1,3608
13329,2017-03-21,2,2,3,20,0,2,1,Clear,sky is clear,-1.6,0.0,0.0,1,3019
13330,2017-03-21,2,2,3,21,0,2,1,Clear,sky is clear,-2.5,0.0,0.0,1,2613
13331,2017-03-21,2,2,3,22,0,2,1,Clear,sky is clear,-2.93,0.0,0.0,1,3887
13332,2017-03-21,2,2,3,23,0,2,1,Clear,sky is clear,-3.31,0.0,0.0,1,1251
13333,2017-03-22,2,2,3,0,0,3,1,Clear,sky is clear,-4.87,0.0,0.0,1,636
13334,2017-03-22,2,2,3,1,0,3,1,Clear,sky is clear,-5.57,0.0,0.0,1,396
13335,2017-03-22,2,2,3,2,0,3,1,Clear,sky is clear,-5.67,0.0,0.0,1,285
13336,2017-03-22,2,2,3,3,0,3,1,Clear,sky is clear,-6.07,0.0,0.0,1,351
13337,2017-03-22,2,2,3,4,0,3,1,Clear,sky is clear,-6.38,0.0,0.0,1,846
13338,2017-03-22,2,2,3,5,0,3,1,Clear,sky is clear,-6.69,0.0,0.0,1,2666
13339,2017-03-22,2,2,3,6,0,3,1,Clear,sky is clear,-6.79,0.0,0.0,1,5699
13340,2017-03-22,2,2,3,7,0,3,1,Clear,sky is clear,-7.0,0.0,0.0,1,6612
13341,2017-03-22,2,2,3,8,0,3,1,Clear,sky is clear,-6.93,0.0,0.0,5,6240
13342,2017-03-22,2,2,3,9,0,3,1,Clear,sky is clear,-5.2,0.0,0.0,5,5327
13343,2017-03-22,2,2,3,10,0,3,1,Clouds,few clouds,-3.0,0.0,0.0,20,4471
13344,2017-03-22,2,2,3,11,0,3,1,Clear,sky is clear,-1.43,0.0,0.0,1,4903
13345,2017-03-22,2,2,3,12,0,3,1,Clear,sky is clear,-0.14,0.0,0.0,1,4920
13346,2017-03-22,2,2,3,13,0,3,1,Clear,sky is clear,1.0,0.0,0.0,1,5025
13347,2017-03-22,2,2,3,14,0,3,1,Clouds,overcast clouds,2.13,0.0,0.0,90,5360
13348,2017-03-22,2,2,3,15,0,3,1,Clouds,overcast clouds,2.75,0.0,0.0,90,5789
13349,2017-03-22,2,2,3,16,0,3,1,Clouds,broken clouds,3.19,0.0,0.0,75,6746
13350,2017-03-22,2,2,3,17,0,3,1,Clouds,broken clouds,3.19,0.0,0.0,75,6401
13351,2017-03-22,2,2,3,18,0,3,1,Clouds,broken clouds,3.44,0.0,0.0,75,4575
13352,2017-03-22,2,2,3,19,0,3,1,Clouds,broken clouds,3.27,0.0,0.0,75,3352
13353,2017-03-22,2,2,3,20,0,3,1,Clouds,overcast clouds,2.57,0.0,0.0,90,2903
13354,2017-03-22,2,2,3,21,0,3,1,Clouds,overcast clouds,2.57,0.0,0.0,90,2586
13355,2017-03-22,2,2,3,22,0,3,1,Clouds,overcast clouds,2.64,0.0,0.0,90,1744
13356,2017-03-22,2,2,3,23,0,3,1,Clouds,overcast clouds,2.71,0.0,0.0,90,1118
13357,2017-03-23,2,2,3,0,0,4,1,Clouds,overcast clouds,2.56,0.0,0.0,90,562
13358,2017-03-23,2,2,3,1,0,4,1,Clouds,overcast clouds,2.67,0.0,0.0,90,357
13359,2017-03-23,2,2,3,2,0,4,1,Clouds,broken clouds,2.64,0.0,0.0,75,265
13360,2017-03-23,2,2,3,3,0,4,1,Snow,light snow,2.53,0.0,0.0,90,329
13361,2017-03-23,2,2,3,4,0,4,1,Clouds,overcast clouds,2.67,0.0,0.0,90,851
13362,2017-03-23,2,2,3,5,0,4,1,Clouds,overcast clouds,2.6,0.0,0.0,90,2707
13363,2017-03-23,2,2,3,6,0,4,1,Clouds,overcast clouds,2.6,0.0,0.0,90,5574
13364,2017-03-23,2,2,3,7,0,4,1,Clouds,overcast clouds,2.6,0.0,0.0,90,6566
13365,2017-03-23,2,2,3,8,0,4,1,Clouds,overcast clouds,2.6,0.0,0.0,90,6380
13366,2017-03-23,2,2,3,9,0,4,1,Clouds,overcast clouds,3.0,0.0,0.0,90,5385
13367,2017-03-23,2,2,3,10,0,4,1,Clouds,overcast clouds,3.19,0.0,0.0,90,4701
13368,2017-03-23,2,2,3,11,0,4,1,Clouds,overcast clouds,3.56,0.0,0.0,90,4936
13369,2017-03-23,2,2,3,12,0,4,1,Clouds,overcast clouds,3.93,0.0,0.0,90,5046
13370,2017-03-23,2,2,3,13,0,4,1,Clouds,overcast clouds,4.0,0.0,0.0,90,5128
13371,2017-03-23,2,2,3,14,0,4,1,Clouds,overcast clouds,4.0,0.0,0.0,90,5463
13372,2017-03-23,2,2,3,15,0,4,1,Rain,light rain,4.13,0.0,0.0,90,5841
13373,2017-03-23,2,2,3,16,0,4,1,Rain,moderate rain,4.07,0.0,0.0,90,6821
13374,2017-03-23,2,2,3,17,0,4,1,Rain,light rain,3.75,0.0,0.0,90,6286
13375,2017-03-23,2,2,3,18,0,4,1,Rain,light rain,3.54,0.0,0.0,90,4531
13376,2017-03-23,2,2,3,19,0,4,1,Rain,moderate rain,3.4,0.0,0.0,90,3448
13377,2017-03-23,2,2,3,20,0,4,1,Rain,light rain,3.47,0.0,0.0,90,3021
13378,2017-03-23,2,2,3,21,0,4,1,Drizzle,drizzle,3.4,0.0,0.0,92,3905
13379,2017-03-23,2,2,3,22,0,4,1,Mist,mist,3.27,0.0,0.0,40,3024
13380,2017-03-23,2,2,3,23,0,4,1,Rain,light rain,3.27,0.0,0.0,90,1354
13381,2017-03-24,2,2,3,0,0,5,1,Rain,heavy intensity rain,3.13,0.0,0.0,90,705
13382,2017-03-24,2,2,3,1,0,5,1,Rain,light rain,3.2,0.0,0.0,90,447
13383,2017-03-24,2,2,3,2,0,5,1,Rain,light rain,3.2,0.0,0.0,90,313
13384,2017-03-24,2,2,3,3,0,5,1,Mist,mist,3.27,0.0,0.0,90,373
13385,2017-03-24,2,2,3,4,0,5,1,Mist,mist,3.0,0.0,0.0,90,818
13386,2017-03-24,2,2,3,5,0,5,1,Mist,mist,3.0,0.0,0.0,90,2501
13387,2017-03-24,2,2,3,6,0,5,1,Mist,mist,3.0,0.0,0.0,90,5193
13388,2017-03-24,2,2,3,7,0,5,1,Mist,mist,2.87,0.0,0.0,92,6222
13389,2017-03-24,2,2,3,8,0,5,1,Mist,mist,2.69,0.0,0.0,90,5803
13390,2017-03-24,2,2,3,9,0,5,1,Drizzle,light intensity drizzle,2.69,0.0,0.0,92,4922
13391,2017-03-24,2,2,3,10,0,5,1,Mist,mist,3.12,0.0,0.0,90,4747
13392,2017-03-24,2,2,3,11,0,5,1,Mist,mist,3.66,0.0,0.0,90,5276
13393,2017-03-24,2,2,3,12,0,5,1,Mist,mist,4.19,0.0,0.0,90,5614
13394,2017-03-24,2,2,3,13,0,5,1,Clouds,overcast clouds,5.57,0.0,0.0,90,5455
13395,2017-03-24,2,2,3,14,0,5,1,Mist,mist,5.86,0.0,0.0,90,5577
13396,2017-03-24,2,2,3,15,0,5,1,Clouds,overcast clouds,6.0,0.0,0.0,90,6131
13397,2017-03-24,2,2,3,16,0,5,1,Clouds,overcast clouds,6.27,0.0,0.0,90,6538
13398,2017-03-24,2,2,3,17,0,5,1,Clouds,overcast clouds,6.07,0.0,0.0,90,6024
13399,2017-03-24,2,2,3,18,0,5,1,Clouds,overcast clouds,5.94,0.0,0.0,90,4822
13400,2017-03-24,2,2,3,19,0,5,1,Clouds,overcast clouds,5.14,0.0,0.0,90,3774
13401,2017-03-24,2,2,3,20,0,5,1,Clouds,overcast clouds,4.75,0.0,0.0,90,3177
13402,2017-03-24,2,2,3,21,0,5,1,Clouds,overcast clouds,4.27,0.0,0.0,90,2929
13403,2017-03-24,2,2,3,22,0,5,1,Clouds,overcast clouds,3.87,0.0,0.0,90,2577
13404,2017-03-24,2,2,3,23,0,5,1,Mist,mist,3.67,0.0,0.0,90,1801
13405,2017-03-25,2,2,3,0,0,6,0,Clouds,overcast clouds,3.53,0.0,0.0,90,1473
13406,2017-03-25,2,2,3,1,0,6,0,Clouds,overcast clouds,3.33,0.0,0.0,90,866
13407,2017-03-25,2,2,3,2,0,6,0,Clouds,overcast clouds,3.27,0.0,0.0,90,584
13408,2017-03-25,2,2,3,3,0,6,0,Clouds,overcast clouds,2.87,0.0,0.0,90,329
13409,2017-03-25,2,2,3,4,0,6,0,Clouds,overcast clouds,2.73,0.0,0.0,90,271
13410,2017-03-25,2,2,3,5,0,6,0,Clouds,overcast clouds,2.57,0.0,0.0,90,618
13411,2017-03-25,2,2,3,6,0,6,0,Clouds,overcast clouds,2.47,0.0,0.0,90,1006
13412,2017-03-25,2,2,3,7,0,6,0,Clouds,overcast clouds,2.6,0.0,0.0,90,1500
13413,2017-03-25,2,2,3,8,0,6,0,Clouds,overcast clouds,2.47,0.0,0.0,90,2510
13414,2017-03-25,2,2,3,9,0,6,0,Clouds,overcast clouds,2.53,0.0,0.0,90,4065
13415,2017-03-25,2,2,3,10,0,6,0,Clouds,overcast clouds,2.67,0.0,0.0,90,4278
13416,2017-03-25,2,2,3,11,0,6,0,Clouds,overcast clouds,3.0,0.0,0.0,90,4820
13417,2017-03-25,2,2,3,12,0,6,0,Clouds,overcast clouds,3.47,0.0,0.0,90,5264
13418,2017-03-25,2,2,3,13,0,6,0,Clouds,overcast clouds,4.07,0.0,0.0,90,4947
13419,2017-03-25,2,2,3,14,0,6,0,Clouds,overcast clouds,4.8,0.0,0.0,90,4985
13420,2017-03-25,2,2,3,15,0,6,0,Clouds,overcast clouds,5.27,0.0,0.0,90,5595
13421,2017-03-25,2,2,3,16,0,6,0,Clouds,overcast clouds,6.07,0.0,0.0,90,5736
13422,2017-03-25,2,2,3,17,0,6,0,Clouds,overcast clouds,6.07,0.0,0.0,90,4772
13423,2017-03-25,2,2,3,18,0,6,0,Rain,light rain,5.94,0.0,0.0,90,4350
13424,2017-03-25,2,2,3,19,0,6,0,Mist,mist,5.93,0.0,0.0,90,3691
13425,2017-03-25,2,2,3,20,0,6,0,Haze,haze,5.4,0.0,0.0,90,3107
13426,2017-03-25,2,2,3,21,0,6,0,Clouds,overcast clouds,4.76,0.0,0.0,90,2782
13427,2017-03-25,2,2,3,22,0,6,0,Rain,moderate rain,4.31,0.0,0.0,90,2651
13428,2017-03-25,2,2,3,23,0,6,0,Mist,mist,4.13,0.0,0.0,90,1896
13429,2017-03-26,2,2,3,0,0,0,0,Drizzle,drizzle,3.86,0.0,0.0,90,1303
13430,2017-03-26,2,2,3,1,0,0,0,Rain,moderate rain,3.4,0.0,0.0,90,894
13431,2017-03-26,2,2,3,2,0,0,0,Rain,moderate rain,3.06,0.0,0.0,90,590
13432,2017-03-26,2,2,3,3,0,0,0,Drizzle,drizzle,2.86,0.0,0.0,90,329
13433,2017-03-26,2,2,3,4,0,0,0,Drizzle,heavy intensity drizzle,2.46,0.0,0.0,90,271
13434,2017-03-26,2,2,3,5,0,0,0,Drizzle,drizzle,2.27,0.0,0.0,90,479
13435,2017-03-26,2,2,3,6,0,0,0,Drizzle,drizzle,2.07,0.0,0.0,90,774
13436,2017-03-26,2,2,3,7,0,0,0,Rain,moderate rain,1.79,0.0,0.0,90,1150
13437,2017-03-26,2,2,3,8,0,0,0,Mist,mist,1.87,0.0,0.0,90,1919
13438,2017-03-26,2,2,3,9,0,0,0,Mist,mist,2.07,0.0,0.0,90,2656
13439,2017-03-26,2,2,3,10,0,0,0,Mist,mist,2.47,0.0,0.0,90,3584
13440,2017-03-26,2,2,3,11,0,0,0,Mist,mist,2.87,0.0,0.0,90,3701
13441,2017-03-26,2,2,3,12,0,0,0,Mist,mist,3.53,0.0,0.0,90,4238
13442,2017-03-26,2,2,3,13,0,0,0,Clouds,overcast clouds,3.93,0.0,0.0,90,4439
13443,2017-03-26,2,2,3,14,0,0,0,Clouds,overcast clouds,4.8,0.0,0.0,90,4659
13444,2017-03-26,2,2,3,15,0,0,0,Clouds,overcast clouds,5.27,0.0,0.0,90,4357
13445,2017-03-26,2,2,3,16,0,0,0,Rain,moderate rain,5.53,0.0,0.0,90,4396
13446,2017-03-26,2,2,3,17,0,0,0,Drizzle,drizzle,5.73,0.0,0.0,90,4201
13447,2017-03-26,2,2,3,18,0,0,0,Drizzle,light intensity drizzle,5.53,0.0,0.0,90,3694
13448,2017-03-26,2,2,3,19,0,0,0,Drizzle,drizzle,5.2,0.0,0.0,90,2990
13449,2017-03-26,2,2,3,20,0,0,0,Drizzle,drizzle,4.67,0.0,0.0,90,2772
13450,2017-03-26,2,2,3,21,0,0,0,Mist,mist,4.2,0.0,0.0,90,2300
13451,2017-03-26,2,2,3,22,0,0,0,Mist,mist,3.5,0.0,0.0,90,2095
13452,2017-03-26,2,2,3,23,0,0,0,Clouds,overcast clouds,3.43,0.0,0.0,90,993
13453,2017-03-27,2,2,3,0,0,1,1,Mist,mist,3.4,0.0,0.0,90,605
13454,2017-03-27,2,2,3,1,0,1,1,Mist,mist,3.33,0.0,0.0,90,358
13455,2017-03-27,2,2,3,2,0,1,1,Mist,mist,3.07,0.0,0.0,90,276
13456,2017-03-27,2,2,3,3,0,1,1,Mist,mist,3.07,0.0,0.0,90,358
13457,2017-03-27,2,2,3,4,0,1,1,Mist,mist,3.0,0.0,0.0,90,805
13458,2017-03-27,2,2,3,5,0,1,1,Mist,mist,2.8,0.0,0.0,90,2711
13459,2017-03-27,2,2,3,6,0,1,1,Drizzle,light intensity drizzle,2.8,0.0,0.0,90,5574
13460,2017-03-27,2,2,3,7,0,1,1,Mist,mist,2.67,0.0,0.0,90,6720
13461,2017-03-27,2,2,3,8,0,1,1,Fog,fog,2.57,0.0,0.0,90,6138
13462,2017-03-27,2,2,3,9,0,1,1,Mist,mist,3.4,0.0,0.0,90,5137
13463,2017-03-27,2,2,3,10,0,1,1,Clear,sky is clear,4.53,0.0,0.0,1,4219
13464,2017-03-27,2,2,3,11,0,1,1,Clouds,scattered clouds,6.66,0.0,0.0,40,4549
13465,2017-03-27,2,2,3,12,0,1,1,Clear,sky is clear,8.26,0.0,0.0,1,4734
13466,2017-03-27,2,2,3,13,0,1,1,Clouds,overcast clouds,10.0,0.0,0.0,90,4717
13467,2017-03-27,2,2,3,14,0,1,1,Clouds,broken clouds,11.6,0.0,0.0,75,5127
13468,2017-03-27,2,2,3,15,0,1,1,Clouds,scattered clouds,12.78,0.0,0.0,40,5688
13469,2017-03-27,2,2,3,16,0,1,1,Clouds,scattered clouds,13.0,0.0,0.0,40,6618
13470,2017-03-27,2,2,3,17,0,1,1,Clouds,broken clouds,13.79,0.0,0.0,75,6072
13471,2017-03-27,2,2,3,18,0,1,1,Clouds,scattered clouds,13.06,0.0,0.0,40,4522
13472,2017-03-27,2,2,3,19,0,1,1,Clouds,few clouds,12.87,0.0,0.0,20,3435
13473,2017-03-27,2,2,3,20,0,1,1,Clouds,few clouds,10.69,0.0,0.0,20,2783
13474,2017-03-27,2,2,3,21,0,1,1,Clear,sky is clear,7.2,0.0,0.0,5,2270
13475,2017-03-27,2,2,3,22,0,1,1,Clear,sky is clear,5.32,0.0,0.0,1,1884
13476,2017-03-27,2,2,3,23,0,1,1,Clear,sky is clear,3.54,0.0,0.0,1,2654
13477,2017-03-28,2,2,3,0,0,2,1,Clear,sky is clear,2.74,0.0,0.0,1,713
13478,2017-03-28,2,2,3,1,0,2,1,Clear,sky is clear,1.94,0.0,0.0,1,413
13479,2017-03-28,2,2,3,2,0,2,1,Clear,sky is clear,1.69,0.0,0.0,1,310
13480,2017-03-28,2,2,3,3,0,2,1,Mist,mist,0.87,0.0,0.0,1,366
13481,2017-03-28,2,2,3,4,0,2,1,Mist,mist,0.5,0.0,0.0,1,835
13482,2017-03-28,2,2,3,5,0,2,1,Mist,mist,0.19,0.0,0.0,1,2734
13483,2017-03-28,2,2,3,6,0,2,1,Mist,mist,0.0,0.0,0.0,1,5718
13484,2017-03-28,2,2,3,7,0,2,1,Mist,mist,-0.62,0.0,0.0,20,6417
13485,2017-03-28,2,2,3,8,0,2,1,Fog,fog,-0.5,0.0,0.0,5,6214
13486,2017-03-28,2,2,3,9,0,2,1,Mist,mist,2.18,0.0,0.0,1,5551
13487,2017-03-28,2,2,3,10,0,2,1,Clear,sky is clear,6.26,0.0,0.0,5,4599
13488,2017-03-28,2,2,3,11,0,2,1,Clear,sky is clear,9.18,0.0,0.0,1,4832
13489,2017-03-28,2,2,3,12,0,2,1,Clear,sky is clear,11.2,0.0,0.0,1,4836
13490,2017-03-28,2,2,3,13,0,2,1,Clear,sky is clear,12.17,0.0,0.0,1,4827
13491,2017-03-28,2,2,3,14,0,2,1,Clouds,scattered clouds,15.31,0.0,0.0,40,5296
13492,2017-03-28,2,2,3,15,0,2,1,Clouds,scattered clouds,15.87,0.0,0.0,40,5720
13493,2017-03-28,2,2,3,16,0,2,1,Clear,sky is clear,16.6,0.0,0.0,1,6725
13494,2017-03-28,2,2,3,17,0,2,1,Clear,sky is clear,17.0,0.0,0.0,1,6280
13495,2017-03-28,2,2,3,18,0,2,1,Clear,sky is clear,16.87,0.0,0.0,1,4546
13496,2017-03-28,2,2,3,19,0,2,1,Clear,sky is clear,16.38,0.0,0.0,1,3468
13497,2017-03-28,2,2,3,20,0,2,1,Clear,sky is clear,13.82,0.0,0.0,1,3035
13498,2017-03-28,2,2,3,21,0,2,1,Clouds,scattered clouds,10.01,0.0,0.0,40,3092
13499,2017-03-28,2,2,3,22,0,2,1,Clear,sky is clear,7.34,0.0,0.0,1,3512
13500,2017-03-28,2,2,3,23,0,2,1,Clear,sky is clear,5.15,0.0,0.0,1,1181
